mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
5.4,"28 km E of Aras-asan, Philippines",1701635419431,1701722070595,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfz0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfz0&format=geojson,0.0,1.0,4.041,green,reviewed,0,449,us,7000lfz0,",us7000lfz0,",",us,",",dyfi,losspager,origin,phase-data,shakemap,",100.0,2.089,0.99,56.0,mb,earthquake,"M 5.4 - 28 km E of Aras-asan, Philippines"
4.7,"39 km ENE of La Paz, Philippines",1701635268790,1701638672040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfzd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfzd&format=geojson,,,,,reviewed,0,340,us,7000lfzd,",us7000lfzd,",",us,",",origin,phase-data,",44.0,2.295,0.85,125.0,mb,earthquake,"M 4.7 - 39 km ENE of La Paz, Philippines"
1.7,western Texas,1701635003492,1701715320782,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xrlk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xrlk&format=geojson,,,,,reviewed,0,44,tx,2023xrlk,",tx2023xrlk,",",tx,",",origin,phase-data,",16.0,0.0,0.1,46.0,ml,earthquake,M 1.7 - western Texas
1.25,,1701634875370,1701816457120,,https://earthquake.usgs.gov/earthquakes/eventpage/av91123253,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91123253&format=geojson,,,,,reviewed,0,24,av,91123253,",av91123253,",",av,",",origin,phase-data,",5.0,,0.07,268.0,ml,earthquake,M 1.3 - 
0.69,"6 km W of Cobb, CA",1701634862160,1701644113062,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73971306,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73971306&format=geojson,,,,,automatic,0,7,nc,73971306,",nc73971306,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.006399,0.01,89.0,md,earthquake,"M 0.7 - 6 km W of Cobb, CA"
2.47,Puerto Rico region,1701634802590,1701635958840,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71433078,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71433078&format=geojson,,,,,reviewed,0,94,pr,71433078,",pr71433078,",",pr,",",origin,phase-data,",6.0,0.1038,0.14,219.0,md,earthquake,M 2.5 - Puerto Rico region
5.0,"36 km ENE of Aras-asan, Philippines",1701634732486,1701636904040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfyx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfyx&format=geojson,,,,,reviewed,0,385,us,7000lfyx,",us7000lfyx,",",us,",",origin,phase-data,",67.0,2.183,0.92,67.0,mb,earthquake,"M 5.0 - 36 km ENE of Aras-asan, Philippines"
0.1,"3 km NNE of Helena West Side, Montana",1701634614250,1701725764460,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90034978,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90034978&format=geojson,,,,,reviewed,0,0,mb,90034978,",mb90034978,",",mb,",",origin,phase-data,",7.0,0.0433,0.05,109.0,ml,earthquake,"M 0.1 - 3 km NNE of Helena West Side, Montana"
2.2,,1701634495607,1701634606896,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023fho3qu0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023fho3qu0&format=geojson,,,,,automatic,0,74,ak,023fho3qu0,",ak023fho3qu0,",",ak,",",origin,phase-data,",,,0.13,,ml,earthquake,M 2.2 - 
4.8,"Mindanao, Philippines",1701634218229,1701637547040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfyn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfyn&format=geojson,,,,,reviewed,0,354,us,7000lfyn,",us7000lfyn,",",us,",",origin,phase-data,",60.0,2.131,0.76,120.0,mb,earthquake,"M 4.8 - Mindanao, Philippines"
-0.45,Utah,1701634174520,1701722811070,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555772,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555772&format=geojson,,,,,reviewed,0,0,uu,60555772,",uu60555772,",",uu,",",origin,phase-data,",8.0,0.0266,0.03,99.0,md,earthquake,M -0.5 - Utah
2.73,"Island of Hawaii, Hawaii",1701634018740,1701648681570,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73672212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73672212&format=geojson,,,,,reviewed,0,115,hv,73672212,",us7000lfy5,hv73672212,",",us,hv,",",origin,phase-data,",43.0,,0.11,56.0,ml,earthquake,"M 2.7 - Island of Hawaii, Hawaii"
2.9000001,"Island of Hawaii, Hawaii",1701633682340,1701752593079,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73672202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73672202&format=geojson,,,,,automatic,0,129,hv,73672202,",hv73672202,",",hv,",",origin,phase-data,",33.0,,0.349999994,81.0,md,earthquake,"M 2.9 - Island of Hawaii, Hawaii"
1.6,"58 km NW of Toyah, Texas",1701633590179,1701985281023,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xrkq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xrkq&format=geojson,,,,,reviewed,0,39,tx,2023xrkq,",tx2023xrkq,",",tx,",",origin,phase-data,",14.0,0.0,0.2,68.0,ml,earthquake,"M 1.6 - 58 km NW of Toyah, Texas"
0.72,"16 km ENE of Ocotillo, CA",1701633214660,1701718001863,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39722194,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39722194&format=geojson,,,,,reviewed,0,8,ci,39722194,",ci39722194,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.1065,0.2,101.0,ml,earthquake,"M 0.7 - 16 km ENE of Ocotillo, CA"
1.28,"11 km E of Ocotillo, CA",1701633012890,1701814985122,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39722186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39722186&format=geojson,,,,,reviewed,0,25,ci,39722186,",ci39722186,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.09945,0.18,79.0,ml,earthquake,"M 1.3 - 11 km E of Ocotillo, CA"
6.9,,1701632976888,1702291575958,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxx&format=geojson,47.0,7.0,6.492,green,reviewed,1,765,us,7000lfxx,",us7000lfxx,pt23337004,usauto7000lfxx,",",us,pt,usauto,",",associate,disassociate,dyfi,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",138.0,2.134,0.88,43.0,mww,earthquake,M 6.9 - 
0.39,"5 km WNW of Cobb, CA",1701632583550,1701634159073,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73971296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73971296&format=geojson,,,,,automatic,0,2,nc,73971296,",nc73971296,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.001392,0.02,155.0,md,earthquake,"M 0.4 - 5 km WNW of Cobb, CA"
1.9,"55 km S of Whites City, New Mexico",1701631559725,1701980075558,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xrjm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xrjm&format=geojson,,,,,reviewed,0,56,tx,2023xrjm,",tx2023xrjm,",",tx,",",origin,phase-data,",12.0,0.0,0.2,85.0,ml,earthquake,"M 1.9 - 55 km S of Whites City, New Mexico"
4.7,"31 km E of Aras-asan, Philippines",1701630893819,1701639145040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxs&format=geojson,,,,,reviewed,0,340,us,7000lfxs,",us7000lfxs,",",us,",",origin,phase-data,",61.0,2.077,0.94,95.0,mb,earthquake,"M 4.7 - 31 km E of Aras-asan, Philippines"
5.1,South Sandwich Islands region,1701630662180,1701631725040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxr&format=geojson,,,,,reviewed,0,400,us,7000lfxr,",us7000lfxr,",",us,",",origin,phase-data,",56.0,15.824,0.61,71.0,mb,earthquake,M 5.1 - South Sandwich Islands region
1.5,,1701630658960,1701723767720,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555762,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555762&format=geojson,,,,,reviewed,0,35,uu,60555762,",uu60555762,",",uu,",",origin,phase-data,",10.0,0.1434,0.24,126.0,ml,earthquake,M 1.5 - 
1.72000003,"14 km NE of Pāhala, Hawaii",1701630519680,1701630721080,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73672137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73672137&format=geojson,,,,,automatic,0,46,hv,73672137,",hv73672137,",",hv,",",origin,phase-data,",19.0,,0.219999999,125.0,md,earthquake,"M 1.7 - 14 km NE of Pāhala, Hawaii"
2.9,,1701630046299,1701639565040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023fhnfafw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023fhnfafw&format=geojson,,,,,automatic,0,129,ak,023fhnfafw,",us7000lfxm,ak023fhnfafw,",",us,ak,",",origin,phase-data,",,,0.41,,ml,earthquake,M 2.9 - 
4.9,"27 km ENE of Bacolod, Philippines",1701629962198,1701639585040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxn&format=geojson,,,,,reviewed,0,369,us,7000lfxn,",us7000lfxn,",",us,",",origin,phase-data,",74.0,2.154,0.91,95.0,mb,earthquake,"M 4.9 - 27 km ENE of Bacolod, Philippines"
-0.35,"86 km NW of Karluk, Alaska",1701629601400,1701815724160,,https://earthquake.usgs.gov/earthquakes/eventpage/av91123248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91123248&format=geojson,,,,,reviewed,0,0,av,91123248,",av91123248,",",av,",",origin,phase-data,",4.0,,0.06,329.0,ml,earthquake,"M -0.4 - 86 km NW of Karluk, Alaska"
0.89,"Andreanof Islands, Aleutian Islands, Alaska",1701629447090,1701815530570,,https://earthquake.usgs.gov/earthquakes/eventpage/av91123243,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91123243&format=geojson,,,,,reviewed,0,12,av,91123243,",av91123243,",",av,",",origin,phase-data,",4.0,,0.13,188.0,ml,earthquake,"M 0.9 - Andreanof Islands, Aleutian Islands, Alaska"
2.01999998,"0 km WSW of Pāhala, Hawaii",1701629157640,1701629355660,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73672127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73672127&format=geojson,,,,,automatic,0,63,hv,73672127,",hv73672127,",",hv,",",origin,phase-data,",39.0,,0.100000001,89.0,md,earthquake,"M 2.0 - 0 km WSW of Pāhala, Hawaii"
0.75,Western Montana,1701628491910,1701707202970,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90034883,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90034883&format=geojson,,,,,reviewed,0,9,mb,90034883,",mb90034883,",",mb,",",origin,phase-data,",6.0,0.2202,0.06,183.0,ml,earthquake,M 0.8 - Western Montana
0.94,"11 km SW of Toms Place, CA",1701628323420,1701641470773,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73971271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73971271&format=geojson,,,,,reviewed,0,14,nc,73971271,",nc73971271,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0656,0.02,246.0,md,earthquake,"M 0.9 - 11 km SW of Toms Place, CA"
4.8,"Mindanao, Philippines",1701628184065,1701640187040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxj&format=geojson,,,,,reviewed,0,354,us,7000lfxj,",us7000lfxj,",",us,",",origin,phase-data,",62.0,1.847,0.6,90.0,mb,earthquake,"M 4.8 - Mindanao, Philippines"
1.8,Central Alaska,1701627928780,1701628103771,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023fhmz6fi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023fhmz6fi&format=geojson,,,,,automatic,0,50,ak,023fhmz6fi,",ak023fhmz6fi,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,M 1.8 - Central Alaska
1.4,,1701627907484,1701723519092,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869622,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869622&format=geojson,,,,,reviewed,0,30,nn,00869622,",nn00869622,",",nn,",",origin,phase-data,",20.0,0.156,0.1422,147.07,ml,earthquake,M 1.4 - 
1.8,,1701627872545,1701628101088,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023fhmyyzu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023fhmyyzu&format=geojson,,,,,automatic,0,50,ak,023fhmyyzu,",ak023fhmyyzu,",",ak,",",origin,phase-data,",,,1.35,,ml,earthquake,M 1.8 - 
0.11,"60 km SW of Skwentna, Alaska",1701627745560,1701818060930,,https://earthquake.usgs.gov/earthquakes/eventpage/av91123238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91123238&format=geojson,,,,,reviewed,0,0,av,91123238,",av91123238,",",av,",",origin,phase-data,",6.0,,0.2,232.0,ml,earthquake,"M 0.1 - 60 km SW of Skwentna, Alaska"
4.5,"22 km E of Wana, Pakistan",1701627743057,1702247410040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxi&format=geojson,,,,,reviewed,0,312,us,7000lfxi,",us7000lfxi,",",us,",",origin,phase-data,",49.0,2.34,0.55,98.0,mb,earthquake,"M 4.5 - 22 km E of Wana, Pakistan"
0.48,"8 km WNW of Cobb, CA",1701627583010,1701636909351,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73971266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73971266&format=geojson,,,,,automatic,0,4,nc,73971266,",nc73971266,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01403,0.01,105.0,md,earthquake,"M 0.5 - 8 km WNW of Cobb, CA"
0.9,"14 km NNE of Borrego Springs, CA",1701627320350,1701825309364,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39722162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39722162&format=geojson,,,,,reviewed,0,12,ci,39722162,",ci39722162,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.06547,0.17,62.0,ml,earthquake,"M 0.9 - 14 km NNE of Borrego Springs, CA"
5.1,"24 km E of Aras-asan, Philippines",1701627080290,1702246305462,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxh&format=geojson,1.0,3.1,,,reviewed,0,400,us,7000lfxh,",us7000lfxh,",",us,",",dyfi,origin,phase-data,",108.0,2.021,0.61,66.0,mb,earthquake,"M 5.1 - 24 km E of Aras-asan, Philippines"
0.25,"20 km ESE of Anza, CA",1701626950430,1701989952378,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39722154,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39722154&format=geojson,,,,,reviewed,0,1,ci,39722154,",ci39722154,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.08171,0.11,244.0,ml,earthquake,"M 0.3 - 20 km ESE of Anza, CA"
4.8,"38 km ENE of Hinatuan, Philippines",1701626878873,1702243789040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxf&format=geojson,,,,,reviewed,0,354,us,7000lfxf,",us7000lfxf,",",us,",",origin,phase-data,",97.0,1.775,0.93,109.0,mb,earthquake,"M 4.8 - 38 km ENE of Hinatuan, Philippines"
4.5,"74 km ENE of Hinatuan, Philippines",1701626812447,1702243187040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxg&format=geojson,,,,,reviewed,0,312,us,7000lfxg,",us7000lfxg,",",us,",",origin,phase-data,",46.0,2.06,0.74,110.0,mb,earthquake,"M 4.5 - 74 km ENE of Hinatuan, Philippines"
0.87,"14 km NNE of Warner Springs, CA",1701626575930,1701701527750,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39722146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39722146&format=geojson,,,,,reviewed,0,12,ci,39722146,",ci39722146,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",53.0,0.0858,0.18,73.0,ml,earthquake,"M 0.9 - 14 km NNE of Warner Springs, CA"
0.83,,1701626412710,1701716069350,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90034928,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90034928&format=geojson,,,,,reviewed,0,11,mb,90034928,",mb90034928,",",mb,",",origin,phase-data,",9.0,0.1141,0.04,131.0,ml,earthquake,M 0.8 - 
1.08,"7 km NW of The Geysers, CA",1701626264770,1701635352190,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73971261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73971261&format=geojson,,,,,automatic,0,18,nc,73971261,",nc73971261,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.004968,0.04,39.0,md,earthquake,"M 1.1 - 7 km NW of The Geysers, CA"
2.91,"5 km WSW of Adjuntas, Puerto Rico",1701625818600,1701626514270,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71433068,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71433068&format=geojson,,,,,reviewed,0,130,pr,71433068,",pr71433068,",",pr,",",origin,phase-data,",17.0,0.1172,0.12,101.0,md,earthquake,"M 2.9 - 5 km WSW of Adjuntas, Puerto Rico"
4.6,"37 km E of Aras-asan, Philippines",1701625810111,1702242646040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfxa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfxa&format=geojson,,,,,reviewed,0,326,us,7000lfxa,",us7000lfxa,",",us,",",origin,phase-data,",79.0,2.108,0.86,96.0,mb,earthquake,"M 4.6 - 37 km E of Aras-asan, Philippines"
4.2,"58 km ENE of Hinatuan, Philippines",1701625090692,1702242184040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhdq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhdq&format=geojson,,,,,reviewed,0,271,us,7000lhdq,",us7000lhdq,",",us,",",origin,phase-data,",27.0,1.91,0.96,129.0,mb,earthquake,"M 4.2 - 58 km ENE of Hinatuan, Philippines"
1.72,"Andreanof Islands, Aleutian Islands, Alaska",1701624735510,1701814859570,,https://earthquake.usgs.gov/earthquakes/eventpage/av92142926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92142926&format=geojson,,,,,reviewed,0,46,av,92142926,",av92142926,",",av,",",origin,phase-data,",5.0,,0.05,242.0,ml,earthquake,"M 1.7 - Andreanof Islands, Aleutian Islands, Alaska"
1.78,"7 km NW of The Geysers, CA",1701624648120,1701971771013,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73971241,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73971241&format=geojson,,,,,reviewed,0,49,nc,73971241,",nc73971241,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",57.0,0.003646,0.06,24.0,md,earthquake,"M 1.8 - 7 km NW of The Geysers, CA"
1.03,"12 km E of Ocotillo, CA",1701624417320,1701814482879,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39722122,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39722122&format=geojson,,,,,reviewed,0,16,ci,39722122,",ci39722122,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1067,0.12,80.0,ml,earthquake,"M 1.0 - 12 km E of Ocotillo, CA"
1.4,,1701624332020,1701624434197,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023fhmdr2q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023fhmdr2q&format=geojson,,,,,automatic,0,30,ak,023fhmdr2q,",ak023fhmdr2q,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,M 1.4 - 
4.6,"42 km E of Aras-asan, Philippines",1701624249398,1702236602040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhf3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhf3&format=geojson,,,,,reviewed,0,326,us,7000lhf3,",us7000lhf3,",",us,",",origin,phase-data,",55.0,8.019,0.97,104.0,mb,earthquake,"M 4.6 - 42 km E of Aras-asan, Philippines"
4.3,"56 km E of Aras-asan, Philippines",1701624223869,1702235685040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhdp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhdp&format=geojson,,,,,reviewed,0,284,us,7000lhdp,",us7000lhdp,",",us,",",origin,phase-data,",28.0,2.103,0.83,140.0,mb,earthquake,"M 4.3 - 56 km E of Aras-asan, Philippines"
2.5,,1701623674293,1701623821628,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023fhmbedh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023fhmbedh&format=geojson,,,,,automatic,0,96,ak,023fhmbedh,",ak023fhmbedh,",",ak,",",origin,phase-data,",,,0.17,,ml,earthquake,M 2.5 - 
4.6,"58 km ENE of Hinatuan, Philippines",1701623355343,1702234895040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfx5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfx5&format=geojson,,,,,reviewed,0,326,us,7000lfx5,",us7000lfx5,",",us,",",origin,phase-data,",76.0,1.889,0.76,101.0,mb,earthquake,"M 4.6 - 58 km ENE of Hinatuan, Philippines"
1.16,"18 km NE of Mecca, CA",1701623262390,1701824707600,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39722114,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39722114&format=geojson,,,,,reviewed,0,21,ci,39722114,",ci39722114,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.05037,0.13,93.0,ml,earthquake,"M 1.2 - 18 km NE of Mecca, CA"
4.3,"84 km S of Iztapa, Guatemala",1701623034982,1702233015391,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfx4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfx4&format=geojson,1.0,2.0,,,reviewed,0,285,us,7000lfx4,",us7000lfx4,",",us,",",dyfi,origin,phase-data,",69.0,1.041,1.02,116.0,mb,earthquake,"M 4.3 - 84 km S of Iztapa, Guatemala"
5.0,"44 km ENE of Hinatuan, Philippines",1701622910716,1702232563616,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfx2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfx2&format=geojson,2.0,4.2,,,reviewed,0,385,us,7000lfx2,",us7000lfx2,",",us,",",dyfi,origin,phase-data,",101.0,1.831,0.76,65.0,mb,earthquake,"M 5.0 - 44 km ENE of Hinatuan, Philippines"
